publish_date,publish_time,title,url,sentiment,importance,summary,sentiment_score,weighted_score,translate
2025-05-27,07:54,JPMorgan shifts to bullish stance on crypto amid sector tailwinds By Investing.com,https://www.investing.com/news/cryptocurrency-news/jpmorgan-shifts-to-bullish-stance-on-crypto-amid-sector-tailwinds-4064834,Positive,4,"JPMorgan has turned bullish on digital assets, citing positive catalysts such as increasing institutional adoption, favorable policy developments, and regulatory clarity. The bank has upgraded digital assets to Overweight in its allocation model, forecasting a 10% return, the highest among alternative investments.",1,4,"เจพีมอร์แกนเปลี่ยนมุมมองเป็นเชิงบวกต่อสินทรัพย์ดิจิทัล โดยอ้างถึงปัจจัยกระตุ้นเชิงบวก เช่น การยอมรับที่เพิ่มขึ้นในกลุ่มสถาบัน การพัฒนาด้านนโยบายที่เป็นประโยชน์ และความชัดเจนด้านกฎระเบียบ ธนาคารได้ปรับเพิ่มน้ำหนักสินทรัพย์ดิจิทัลเป็น ""Overweight"" ในแบบจำลองการจัดสรรสินทรัพย์ โดยคาดการณ์ผลตอบแทน 10% ซึ่งสูงที่สุดในบรรดาการลงทุนทางเลือก"
2025-05-27,07:30,New surveys show declining interest in EVs and the Tesla brand around the world By Investing.com,https://www.investing.com/news/stock-market-news/new-surveys-show-declining-interest-in-evs-and-the-tesla-brand-around-the-world-4064783,Negative,5,"New surveys from UBS and Stifel indicate a significant decline in consumer interest and brand preference for Tesla across major global markets, including the US, China, and Europe. Factors cited include market saturation, increased competition, and political polarization in the US.",-1,-5,ผลสำรวจใหม่จาก UBS และ Stifel บ่งชี้ถึงการลดลงอย่างมีนัยสำคัญของความสนใจของผู้บริโภคและความชื่นชอบในแบรนด์ Tesla ในตลาดโลกที่สำคัญ รวมถึงสหรัฐอเมริกา จีน และยุโรป โดยปัจจัยที่ถูกอ้างถึง ได้แก่ ตลาดอิ่มตัว การแข่งขันที่เพิ่มขึ้น และความแตกแยกทางการเมืองในสหรัฐอเมริกา
2025-05-27,07:03,StanChart sees Solana price rising over 50% by end of 2025 By Investing.com,https://www.investing.com/news/cryptocurrency-news/stanchart-sees-solana-price-rising-over-50-by-end-of-2025-4064655,Positive,5,"Standard Chartered has initiated coverage on Solana (SOL) with a year-end 2025 price target of $275, indicating over 50% upside from current levels. While noting potential near-term underperformance due to reliance on memecoin trading, the bank sees strong long-term potential in new sectors, projecting targets up to $500 by 2029.",1,5,สแตนดาร์ดชาร์เตอร์ดได้เริ่มให้บทวิเคราะห์เกี่ยวกับ Solana (SOL) โดยตั้งเป้าราคา ณ สิ้นปี 2568 ไว้ที่ 275 ดอลลาร์สหรัฐ ซึ่งบ่งชี้ถึงโอกาสในการเติบโตมากกว่า 50% จากระดับปัจจุบัน แม้ว่าธนาคารจะสังเกตเห็นถึงผลการดำเนินงานที่อาจต่ำกว่าเกณฑ์ในระยะสั้นเนื่องจากการพึ่งพาการซื้อขาย memecoin แต่ธนาคารก็มองเห็นศักยภาพระยะยาวที่แข็งแกร่งในภาคส่วนใหม่ๆ โดยคาดการณ์เป้าหมายสูงถึง 500 ดอลลาร์สหรัฐภายในปี 2572
2025-05-27,06:26,Citi sees up to 8% downside for Stoxx 600 on Trump tariff risk By Investing.com,https://www.investing.com/news/stock-market-news/citi-sees-up-to-8-downside-for-stoxx-600-on-trump-tariff-risk-4064531,Negative,5,"Citi analysts warn that the Stoxx 600 index could face a 7-8% downside if potential 50% Trump tariffs on European goods are enacted. They note that European earnings estimates have already fallen due to geopolitical risks, and higher tariffs could lead to further deterioration in EPS growth.",-1,-5,นักวิเคราะห์ของซิตี้เตือนว่าดัชนี Stoxx 600 อาจเผชิญกับความเสี่ยงขาลง 7-8% หากมีการบังคับใช้มาตรการภาษีของทรัมป์ที่อาจสูงถึง 50% ต่อสินค้าจากยุโรป พวกเขาระบุว่าประมาณการกำไรของยุโรปได้ลดลงแล้วเนื่องจากความเสี่ยงทางภูมิรัฐศาสตร์ และภาษีที่สูงขึ้นอาจนำไปสู่การทรุดตัวของอัตราการเติบโตของกำไรต่อหุ้น (EPS) ที่มากขึ้น
2025-05-27,04:55,What could be the impact of a 50% tariff on EU economy? By Investing.com,https://www.investing.com/news/economy-news/what-could-be-the-impact-of-a-50tariff-on-eu-economy-4064349,Negative,5,"The article reports on UBS's analysis warning that a potential 50% US tariff on EU imports could significantly reduce eurozone GDP growth in 2025 and 2026 and heighten the risk of a broader trade conflict. While a near-term boost from front-loading shipments is possible, the overall outlook is negative, threatening growth and potentially leading to inflationary pressures if the EU retaliates with its own measures.",-1,-5,บทความรายงานถึงการวิเคราะห์ของ UBS ที่เตือนว่าการเก็บภาษีนำเข้าจากสหภาพยุโรปในอัตรา 50% โดยสหรัฐฯ อาจลดการเติบโตของ GDP ในยูโรโซนอย่างมีนัยสำคัญในปี 2568 และ 2569 และเพิ่มความเสี่ยงของความขัดแย้งทางการค้าระดับที่กว้างขึ้น แม้ว่าอาจมีการกระตุ้นในระยะสั้นจากการเร่งส่งสินค้า แต่ภาพรวมยังคงเป็นลบ ซึ่งคุกคามการเติบโตและอาจนำไปสู่แรงกดดันด้านเงินเฟ้อ หากสหภาพยุโรปตอบโต้ด้วยมาตรการของตนเอง
2025-05-27,03:20,"Higher U.S. futures, new Nvidia chip, falling Tesla sales",https://www.investing.com/news/economy-news/higher-us-futures-new-nvidia-chip-falling-tesla-sales--whats-moving-markets-4064122,Positive,5,"U.S. stock futures rose sharply after President Trump postponed tariffs on EU imports, easing trade war fears. The article also notes specific company news, including Nvidia's plan for a new China chip and a significant drop in Tesla's European sales.",1,5,สัญญาซื้อขายล่วงหน้าหุ้นสหรัฐฯ ปรับตัวสูงขึ้นอย่างมาก หลังจากประธานาธิบดีทรัมป์เลื่อนการเก็บภาษีนำเข้าจากสหภาพยุโรป ซึ่งช่วยลดความกังวลเกี่ยวกับสงครามการค้า บทความนี้ยังระบุถึงข่าวสารเฉพาะของบริษัทต่างๆ รวมถึงแผนการของ Nvidia สำหรับชิปใหม่ในจีน และยอดขายในยุโรปของ Tesla ที่ลดลงอย่างมีนัยสำคัญ
2025-05-27,02:00,Bitcoin price today: flat at $109.7k post record high; 2025 crypto summit eyed By Investing.com,https://www.investing.com/news/cryptocurrency-news/bitcoin-price-today-rangebound-at-109k-post-record-high-2025-crypto-summit-eyed-4064028,Neutral,5,"Bitcoin is trading flat near its recent record high of $109.7k, with market focus shifting to the upcoming large Bitcoin 2025 conference expected to boost interest. The price is supported by positive regulatory news and growing institutional adoption, despite some recent profit-taking. The article also notes Trump Media's plan to raise $2.5 billion for a Bitcoin treasury, which caused its shares to drop.",0,0,"บิตคอยน์ซื้อขายทรงตัวใกล้ระดับสูงสุดเป็นประวัติการณ์ล่าสุดที่ 109,700 ดอลลาร์ โดยตลาดให้ความสนใจไปที่การประชุม Bitcoin 2025 ครั้งใหญ่ที่กำลังจะมาถึง ซึ่งคาดว่าจะช่วยกระตุ้นความสนใจ ราคาได้รับการสนับสนุนจากข่าวเชิงบวกด้านกฎระเบียบและการยอมรับจากสถาบันที่เพิ่มขึ้น แม้ว่าจะมีการทำกำไรบ้างในช่วงที่ผ่านมา บทความยังระบุถึงแผนการของ Trump Media ที่จะระดมทุน 2.5 พันล้านดอลลาร์สำหรับคลัง Bitcoin ซึ่งทำให้หุ้นของบริษัทร่วงลง"
2025-05-27,01:40,"Gold prices sink as Trump EU tariff delay spurs some risk, yields retreat By Investing.com",https://www.investing.com/news/commodities-news/gold-prices-sink-as-trump-eu-tariff-delay-spurs-some-risk-yields-retreat-4064017,Negative,5,"Gold prices fell in Asian trade, extending recent declines, primarily due to improved risk appetite following President Trump's delay of EU tariffs and some stabilization in bond yields. Despite persistent dollar weakness limiting losses, the positive market reaction to the tariff delay pressured the safe-haven metal.",-1,-5,ราคาทองคำปรับตัวลดลงในการซื้อขายในเอเชีย ซึ่งเป็นการปรับตัวลดลงต่อเนื่องจากช่วงก่อนหน้านี้ โดยมีสาเหตุหลักมาจากการที่ความต้องการความเสี่ยงปรับตัวดีขึ้น หลังจากประธานาธิบดีทรัมป์เลื่อนการเก็บภาษีจากสหภาพยุโรป และอัตราผลตอบแทนพันธบัตรมีเสถียรภาพมากขึ้น แม้ว่าค่าเงินดอลลาร์ที่อ่อนค่าอย่างต่อเนื่องจะจำกัดการขาดทุน แต่ปฏิกิริยาเชิงบวกของตลาดต่อการเลื่อนภาษีก็กดดันโลหะที่เป็นสินทรัพย์ปลอดภัย
2025-05-26,22:48,Asia stocks muted amid trade caution; Japan recovers on yen weakness By Investing.com,https://www.investing.com/news/stock-market-news/asia-stocks-muted-amid-trade-caution-japan-dips-on-boj-rate-hike-comments-4063930,Neutral,5,"Most Asian stock markets traded in a muted or flat-to-low range due to investor caution over potential U.S. trade tariffs. Japan's market recovered from early losses, supported by a weaker yen and improved risk sentiment following a delay in EU tariffs, while concerns over potential smartphone tariffs weighed on some Asian tech stocks.",0,0,ตลาดหุ้นเอเชียส่วนใหญ่ซื้อขายในกรอบที่เงียบหรือทรงตัวถึงต่ำ เนื่องจากนักลงทุนระมัดระวังเกี่ยวกับภาษีการค้าของสหรัฐฯ ที่อาจเกิดขึ้น ตลาดหุ้นญี่ปุ่นฟื้นตัวจากภาวะขาดทุนในช่วงต้น โดยได้รับการสนับสนุนจากค่าเงินเยนที่อ่อนค่าลงและความเชื่อมั่นด้านความเสี่ยงที่ดีขึ้นหลังจากการเลื่อนภาษีของสหภาพยุโรป ในขณะที่ความกังวลเกี่ยวกับภาษีสำหรับสมาร์ทโฟนที่อาจเกิดขึ้นได้ส่งผลกระทบต่อหุ้นเทคโนโลยีบางส่วนในเอเชีย
2025-05-26,19:58,"Stock market today: S&P 500 rallies on consumer confidence, Trump EU tariff delay By Investing.com",https://www.investing.com/news/stock-market-news/us-stock-futures-jump-as-trump-delays-50-tariffs-against-the-eu-4063878,Positive,5,The S&P 500 and other major U.S. stock indices rallied sharply on Tuesday. This market surge was primarily driven by a significant rebound in U.S. consumer confidence and President Trump's decision to postpone planned tariffs on the European Union.,1,5,ดัชนี S&P 500 และดัชนีหุ้นหลักอื่นๆ ของสหรัฐฯ ปรับตัวสูงขึ้นอย่างรวดเร็วเมื่อวันอังคาร การพุ่งขึ้นของตลาดในครั้งนี้มีสาเหตุหลักมาจากการฟื้นตัวอย่างมีนัยสำคัญของความเชื่อมั่นผู้บริโภคในสหรัฐฯ และการตัดสินใจของประธานาธิบดีทรัมป์ในการเลื่อนการเก็บภาษีนำเข้าที่วางแผนไว้กับสหภาพยุโรป
