currency,date,time,intensity,event
USD,2025/06/18,19:30:00,2,จำนวนคนที่ยื่นขอรับสวัสดิการว่างงานต่อเนื่อง
USD,2025/06/18,19:30:00,2,จำนวนที่อยู่อาศัยเริ่มสร้าง (เดือนต่อเดือน)  ( พ.ค.)
USD,2025/06/18,19:30:00,2,จำนวนที่อยู่อาศัยเริ่มสร้าง  ( พ.ค.)
USD,2025/06/18,19:30:00,3,จำนวนคนที่ยื่นขอรับสวัสดิการว่างงานครั้งแรก
USD,2025/06/18,19:30:00,1,การยื่นขอรับสวัสดิการว่างงาน ระยะเฉลี่ย 4 สัปดาห์
USD,2025/06/18,21:30:00,3,สินค้าคงคลังน้ำมันดิบ
USD,2025/06/18,21:30:00,1,รายงานทิศทางน้ำมันดิบกลั่นจากองค์กร EIA (สัปดาห์ต่อสัปดาห์)
USD,2025/06/18,21:30:00,1,ยอดนำเข้าน้ำมันดับ
USD,2025/06/18,21:30:00,2,คลังสินค้าน้ำมันดิบที่เมือง Cushing
USD,2025/06/18,21:30:00,1,ปริมาณการผลิตน้ำมันใส
USD,2025/06/18,21:30:00,1,ดัชนียอดคงเหลือของน้ำมันดินประจำสัปดาห์จาก EIA
USD,2025/06/18,21:30:00,1,ปริมาณการผลิตน้ำมันเบนซิน
USD,2025/06/18,21:30:00,1,คลังน้ำมันให้ความร้อน
USD,2025/06/18,21:30:00,1,รายงานอัตราการใช้น้ำมันกลั่นรายสัปดาห์จากองค์กร EIA (สัปดาห์ต่อสัปดาห์)
USD,2025/06/18,21:30:00,1,ดัชนีน้ำมันเบนซินคงคลัง
EUR,2025/06/18,21:30:00,2,คำกล่าวของนาเจล (Nagel) ประธานธนาคาร Buba ของเยอรมนี
NZD,2025/06/18,22:00:00,1,ดัชนีการค้านมและผลิตภัณฑ์นมโลก
USD,2025/06/18,22:00:00,1,การประมูลนม
EUR,2025/06/18,22:00:00,2,คำกล่าวของนายเลน (Lane) ธนาคารกลางยุโรป
CAD,2025/06/18,22:15:00,2,คำกล่าวของนายแม็กเล็ม ผู้ว่าการธนาคารกลางแคนาดา
USD,2025/06/18,22:30:00,1,การประมูลตั๋วเงินคลังอายุ 4 สัปดาห์
USD,2025/06/18,22:30:00,1,การประมูลตั๋วเงินคลังอายุ 8 สัปดาห์
USD,2025/06/18,22:30:00,2,แบบจำลอง GDPNow ของธนาคารกลางแอตแลนตา  (ไตรมาส 2)
USD,2025/06/18,23:00:00,1,รายงานปริมาณก๊าซสำรอง
