title,url,publish_date,publish_time,source,ticker,sentiment,importance,summary,translate
Chinese firms' H stocks trade at smallest discount to onshore shares in 5 years,https://www.scmp.com/business/china-business/article/3318254/chinese-firms-hong-kong-stocks-trade-smallest-discount-onshore-shares-5-years,2025-07-15,08:30,South China Morning Post,news,Positive,4,Hong Kong-listed shares of Chinese companies are trading at their smallest discount relative to their mainland-listed counterparts in nearly five years. This trend is attributed to a weaker US dollar attracting inflows and increased buying by mainland investors.,Hong Kong-listed shares of Chinese companies ซื้อขายที่ส่วนลดน้อยที่สุดเมื่อเทียบกับ mainland-listed counterparts ในรอบเกือบห้าปี แนวโน้มนี้มีสาเหตุมาจากการอ่อนค่าของ US dollar ดึงดูด inflows และการซื้อที่เพิ่มขึ้นโดยนักลงทุนในแผ่นดินใหญ่
Dow Jones Awaits CPI Signal with Tariff Risk Clouding Fed Path,https://www.investing.com/analysis/dow-jones-awaits-cpi-signal-with-tariff-risk-clouding-fed-path-200663686,2025-07-15,08:12,Investing.com,news,Negative,5,"Markets are currently focused on the upcoming CPI report for inflation data. However, potential tariffs on the EU and Mexico are creating significant uncertainty regarding inflation's future trajectory and the Federal Reserve's monetary policy decisions.","ตลาดกำลังให้ความสำคัญกับ upcoming CPI report สำหรับ inflation data. อย่างไรก็ตาม, potential tariffs ต่อ EU และ Mexico กำลังสร้างความไม่แน่นอนอย่างมากเกี่ยวกับ future trajectory ของ inflation และ Federal Reserve's monetary policy decisions."
"United Airlines Gears Up For Q2 Print; Here Are The Recent Forecast Changes From Wall Street's Most Accurate Analysts - United Airlines Holdings  ( NASDAQ:UAL ) , JetBlue Airways  ( NASDAQ:JBLU ) ",https://www.benzinga.com/analyst-stock-ratings/price-target/25/07/46409215/united-airlines-gears-up-for-q2-print-here-are-the-recent-forecast-changes-fro,2025-07-15,08:03,Benzinga,news,Neutral,5,"United Airlines (UAL) is scheduled to release its second-quarter earnings results on Wednesday, July 16th. Analysts are currently forecasting earnings per share of $3.88 for the quarter. This expected figure is lower compared to the $4.14 EPS reported in the same period last year.","United Airlines (UAL) มีกำหนดจะเปิดเผย second-quarter earnings results ใน Wednesday, July 16th. Analysts กำลัง forecasting earnings per share ที่ $3.88 สำหรับ the quarter. This expected figure is lower compared to the $4.14 EPS reported in the same period last year."
Rakovina Therapeutics Granted DTC Eligibility to Expand U.S. Investor Access,https://www.globenewswire.com/news-release/2025/07/15/3115343/0/en/Rakovina-Therapeutics-Granted-DTC-Eligibility-to-Expand-U-S-Investor-Access.html,2025-07-15,08:00,GlobeNewswire,news,Positive,4,Rakovina Therapeutics has been granted Depository Trust Company (DTC) eligibility. This allows for electronic clearing and settlement of its shares in the U.S. market. The move is intended to expand access for U.S. investors to trade the company's stock.,Rakovina Therapeutics ได้รับ Depository Trust Company (DTC) eligibility. ซึ่งช่วยให้สามารถ electronic clearing and settlement ของ its shares ใน the U.S. market. การดำเนินการนี้มีจุดประสงค์เพื่อ ขยายการเข้าถึงสำหรับ U.S. investors เพื่อ trade the company's stock.
Gainsight Expands Global Reach with New EU Datacenter,https://www.benzinga.com/pressreleases/25/07/g46409114/gainsight-expands-global-reach-with-new-eu-datacenter,2025-07-15,08:00,Benzinga,news,Positive,4,Gainsight has announced the opening of a new European Union datacenter in Germany. This expansion is intended to support the global growth and adoption of its Staircase AI product.,Gainsight ได้ประกาศการเปิดใหม่ European Union datacenter ใน Germany การขยายนี้มีวัตถุประสงค์เพื่อสนับสนุนการเติบโตและการนำไปใช้ทั่วโลกของ Staircase AI product
Banijay Group: weekly share transactions,https://www.benzinga.com/pressreleases/25/07/g46409121/banijay-group-weekly-share-transactions,2025-07-15,08:00,Benzinga,news,Neutral,2,"Banijay Group N.V. has reported transactions involving its own shares that occurred between July 7 and July 11, 2025. These transactions were conducted under the authority granted by shareholders at the May 22, 2025 annual meeting.","Banijay Group N.V. ได้รายงาน transactions ที่เกี่ยวข้องกับ its own shares ซึ่งเกิดขึ้นระหว่างวันที่ July 7 ถึง July 11, 2025. transactions เหล่านี้ดำเนินการภายใต้อำนาจที่ได้รับจาก shareholders ในการประชุม annual meeting เมื่อวันที่ May 22, 2025."
"Draig Therapeutics Appoints Experienced Biotech Leader Douglas E. Williams, Ph.D. as Chair of its Board of Directors",https://www.globenewswire.com/news-release/2025/07/15/3115340/0/en/Draig-Therapeutics-Appoints-Experienced-Biotech-Leader-Douglas-E-Williams-Ph-D-as-Chair-of-its-Board-of-Directors.html,2025-07-15,08:00,GlobeNewswire Inc.,news,Positive,4,"Draig Therapeutics, a clinical-stage neuropsychiatric drug development company, has appointed Douglas E. Williams, Ph.D., a biotech leader with over 30 years of experience from companies like Biogen and Amgen, as the independent Chair of its Board of Directors.","Draig Therapeutics ซึ่งเป็นบริษัทพัฒนาด้านยา clinical-stage neuropsychiatric ได้แต่งตั้ง Douglas E. Williams, Ph.D. ซึ่งเป็น biotech ผู้นำที่มีประสบการณ์มากกว่า 30 ปีจากบริษัทต่างๆ เช่น Biogen และ Amgen ให้ดำรงตำแหน่ง ประธาน อิสระ ของ Board of Directors."
Macau set for blockbuster summer with star-studded concerts,https://www.scmp.com/business/companies/article/3318271/macau-set-blockbuster-summer-toy-story-events-star-studded-concerts,2025-07-15,07:59,South China Morning Post,news,Positive,5,Macau anticipates sustained growth in tourism and casino revenues during the second half of the year. This positive outlook is attributed to a busy schedule of high-profile events and concerts attracting an increasing number of visitors to the city.,Macau คาดการณ์ การเติบโตอย่างต่อเนื่อง ในภาคการท่องเที่ยว และ casino revenues ในช่วงครึ่งหลังของปี แนวโน้มเชิงบวกนี้ เป็นผลมาจาก กำหนดการที่แน่น ของงานอีเวนต์และคอนเสิร์ตระดับสูง ดึงดูด จำนวนนักท่องเที่ยวที่เพิ่มขึ้น สู่เมือง
Standard Chartered launches Bitcoin and Ether trading for institutions,https://cointelegraph.com/news/standard-chartered-bitcoin-ether-trading-institutions,2025-07-15,07:57,Cointelegraph,news,Positive,4,Standard Chartered has begun offering Bitcoin and Ether spot trading services specifically for its institutional clients. The bank also announced plans to introduce crypto derivatives trading for these investors in the near future.,Standard Chartered ได้เริ่มให้บริการ Bitcoin and Ether บริการ spot trading โดยเฉพาะสำหรับ institutional clients ของตน ธนาคารยังได้ประกาศแผนที่จะนำเสนอ crypto derivatives trading สำหรับนักลงทุนกลุ่มนี้ในอนาคตอันใกล้
"Meta's Superintelligence Lab Contemplates AI Strategy Overhaul, Including Abandoning Open Source Model: Report - Alphabet  ( NASDAQ:GOOG ) , Apple  ( NASDAQ:AAPL ) ",https://www.benzinga.com/markets/tech/25/07/46409092/metas-superintelligence-lab-may-kill-open-source-ai-in-bold-strategy-shake-up-report,2025-07-15,07:56,Benzinga,news,Neutral,4,Meta Platforms is reportedly considering a significant change to its artificial intelligence strategy. This potential overhaul includes the possibility of abandoning its current open-source AI model.,ตามรายงาน Meta Platforms กำลังพิจารณาการเปลี่ยนแปลงครั้งสำคัญต่อกลยุทธ์ artificial intelligence ของตน การยกเครื่องครั้งใหญ่นี้ที่อาจเกิดขึ้น รวมถึงความเป็นไปได้ที่จะละทิ้ง open-source AI model ปัจจุบันของตน
