title,url,publish_date,publish_time,source,ticker,sentiment,importance,summary,translate
Mohawk Industries 发布 2025 年第二季度财报,https://www.globenewswire.com/news-release/2025/07/26/3122077/0/zh-hans/Mohawk-Industries-%E5%8F%91%E5%B8%83-2025-%E5%B9%B4%E7%AC%AC%E4%BA%8C%E5%AD%A3%E5%BA%A6%E8%B4%A2%E6%8A%A5.html,2025-07-26,07:31,GlobeNewswire Inc.,news,Negative,5,"Mohawk Industries reported Q2 2025 net earnings of $147 million and EPS of $2.34, which were slightly lower than the prior year. The company cited market sales decline, inflation, and cost pressures as challenges, though it remains confident in its strategic optimization and cost control efforts.",Mohawk Industries รายงานผลประกอบการสุทธิ Q2 2025 อยู่ที่ 147 ล้านดอลลาร์สหรัฐฯ และ EPS ที่ 2.34 ดอลลาร์สหรัฐฯ ซึ่งต่ำกว่าปีก่อนเล็กน้อย บริษัทเผชิญความท้าทายจากการยอดขายในตลาดที่ลดลง เงินเฟ้อ และแรงกดดันด้านต้นทุน แต่ยังคงมั่นใจในการปรับปรุงกลยุทธ์และมาตรการควบคุมต้นทุน
Mohawk Industries 公布 2025 年第二季度業績,https://www.globenewswire.com/news-release/2025/07/26/3122077/0/zh-hant/Mohawk-Industries-%E5%85%AC%E5%B8%83-2025-%E5%B9%B4%E7%AC%AC%E4%BA%8C%E5%AD%A3%E5%BA%A6%E6%A5%AD%E7%B8%BE.html,2025-07-26,07:31,GlobeNewswire Inc.,news,Negative,5,"Mohawk Industries reported Q2 2025 net earnings of $147 million and EPS of $2.34, both slightly down from the previous year. The company acknowledged global market challenges, implemented cost control measures, and remains optimistic about its long-term growth strategies despite industry fluctuations.",Mohawk Industries รายงานผลประกอบการไตรมาส 2 ปี 2025 โดยมี Net Earnings ที่ 147 ล้านดอลลาร์ และ EPS ที่ 2.34 ดอลลาร์ ซึ่งลดลงเล็กน้อยจากปีก่อนหน้า บริษัทเผชิญความท้าทายในตลาดโลก ได้ใช้มาตรการควบคุมต้นทุน และยังคงมองโลกในแง่ดีเกี่ยวกับกลยุทธ์การเติบโตในระยะยาวท่ามกลางความผันผวนของอุตสาหกรรม
Mohawk Industries gibt Ergebnisse für das zweite Quartal 2025 bekannt,https://www.globenewswire.com/news-release/2025/07/26/3122077/0/de/Mohawk-Industries-gibt-Ergebnisse-f%C3%BCr-das-zweite-Quartal-2025-bekannt.html,2025-07-26,07:31,GlobeNewswire Inc.,news,Negative,5,"Mohawk Industries announced its Q2 2025 results, reporting net earnings of $147 million and EPS of $2.34. The company experienced a slight revenue decline and is navigating challenging market conditions through cost optimization and strategic initiatives.",Mohawk Industries ได้ประกาศผลประกอบการ Q2 2025 โดยมีกำไรสุทธิ 147 ล้านดอลลาร์ และ EPS ที่ 2.34 ดอลลาร์ บริษัทประสบกับรายได้ที่ลดลงเล็กน้อยและกำลังรับมือกับสภาวะตลาดที่ท้าทายผ่านการเพิ่มประสิทธิภาพต้นทุนและโครงการเชิงกลยุทธ์
Mohawk Industries presenta los resultados del segundo trimestre de 2025,https://www.globenewswire.com/news-release/2025/07/26/3122077/0/es/Mohawk-Industries-presenta-los-resultados-del-segundo-trimestre-de-2025.html,2025-07-26,07:31,GlobeNewswire Inc.,news,Negative,5,"Mohawk Industries reported Q2 2025 net earnings of $147 million and net sales of $2.8 billion. However, the company is facing significant challenges from market pressures, ongoing restructuring efforts, and potential trade tariff impacts.","Mohawk Industries รายงาน Q2 2025 net earnings ที่ 147 ล้านดอลลาร์ และ net sales ที่ 2.8 พันล้านดอลลาร์ อย่างไรก็ตาม บริษัทกำลังเผชิญกับความท้าทายที่สำคัญจาก market pressures, ongoing restructuring efforts และ potential trade tariff impacts"
The Best Artificial Intelligence  ( AI )  Stock to Buy With the Market At All-Time Highs,https://www.fool.com/investing/2025/07/26/the-best-artificial-intelligence-ai-stock-to-buy-w/,2025-07-26,07:15,Motley Fool,news,Positive,5,"The article identifies Alphabet as a top Artificial Intelligence (AI) stock to consider buying, even with the market at all-time highs. It suggests that some market pundits are underestimating the significant potential and ""big picture"" for Alphabet's shares, particularly in the AI sector.",บทความระบุว่า Alphabet เป็นหุ้น AI ชั้นนำที่น่าซื้อ แม้ตลาดจะอยู่ในระดับสูงสุดเป็นประวัติการณ์ โดยชี้ว่านักวิเคราะห์บางรายกำลังประเมินศักยภาพและภาพรวมที่สำคัญของหุ้น Alphabet ต่ำไป โดยเฉพาะในภาคส่วน AI
The Best Artificial Intelligence (AI) Stock to Buy With the Market At All-Time Highs,https://www.fool.com/investing/2025/07/26/the-best-artificial-intelligence-ai-stock-to-buy-w/?source=iedfolrf0000001,2025-07-26,07:15,The Motley Fool,news,Positive,5,"The article identifies Alphabet as the top AI stock to invest in, highlighting its strong AI capabilities, significant data advantage, and growth in cloud computing. These factors position Alphabet for substantial future profitability, making it a recommended buy even with the market at all-time highs.","บทความระบุว่า Alphabet เป็นหุ้น AI ชั้นนำที่น่าลงทุน โดยเน้นย้ำถึงความสามารถด้าน AI ที่แข็งแกร่ง, ความได้เปรียบด้านข้อมูลจำนวนมาก, และการเติบโตในธุรกิจ cloud computing ปัจจัยเหล่านี้ทำให้ Alphabet มีศักยภาพในการทำกำไรสูงในอนาคต จึงเป็นหุ้นที่แนะนำให้ซื้อแม้ตลาดจะอยู่ในระดับสูงสุดเป็นประวัติการณ์"
"Spot Ether ETFs log $453M in inflows, extend streak to 16 days",https://cointelegraph.com/news/spot-ether-etfs-log-453m-inflows-extend-16-day-streak,2025-07-26,07:13,Cointelegraph,news,Positive,5,"Spot Ether ETFs have recorded $453 million in inflows, extending their consecutive inflow streak to 16 days. BlackRock's ETHA led with $440 million, contributing to the total net assets reaching $20.66 billion.",Spot Ether ETFs มียอดเงินไหลเข้า (inflows) 453 ล้านดอลลาร์สหรัฐฯ ซึ่งเป็นการเพิ่มขึ้นต่อเนื่องเป็นวันที่ 16. ETHA ของ BlackRock เป็นผู้นำด้วยยอด 440 ล้านดอลลาร์สหรัฐฯ ทำให้มูลค่าสินทรัพย์สุทธิรวม (total net assets) ของ Ether ETFs แตะ 20.66 พันล้านดอลลาร์สหรัฐฯ
"The S&P 500 Is Going to Plunge at Least 30%, Based on What a Forecasting Tool With a 100% Historical Success Rate Has to Say",https://www.fool.com/investing/2025/07/26/sp-500-plunge-30-with-100-historical-success-rate/?source=iedfolrf0000001,2025-07-26,07:06,The Motley Fool,news,Negative,5,"A historical valuation tool, the Shiller P/E Ratio, predicts a significant 30% decline for the S&P 500 due to current high market valuations. While this suggests a potential market downturn, long-term investors are advised to consider such drops as investment opportunities.",เครื่องมือประเมินมูลค่าทางประวัติศาสตร์อย่าง Shiller P/E Ratio ชี้ว่า S&P 500 อาจเผชิญกับการลดลงอย่างมีนัยสำคัญถึง 30% เนื่องจากมูลค่าตลาดในปัจจุบันที่สูง อย่างไรก็ตาม นักลงทุนระยะยาวควรพิจารณาการลดลงที่อาจเกิดขึ้นเป็นโอกาสในการลงทุน
"The S&P 500 Is Going to Plunge at Least 30%, Based on What a Forecasting Tool With a 100% Historical Success Rate Has to Say",https://www.fool.com/investing/2025/07/26/sp-500-plunge-30-with-100-historical-success-rate/,2025-07-26,07:06,Motley Fool,news,Negative,5,"A forecasting tool, boasting a 100% historical success rate when back-tested to 1871, predicts a significant plunge of at least 30% for the S&P 500. This tool is highlighted for its immaculate track record in projecting future stock movements.",เครื่องมือพยากรณ์ที่มีประวัติความสำเร็จ 100% เมื่อทดสอบย้อนหลังไปถึงปี 1871 คาดการณ์ว่า S&P 500 จะดิ่งลงอย่างน้อย 30% เครื่องมือนี้มีประวัติที่ไร้ที่ติในการคาดการณ์ทิศทางของหุ้น
Assembly Biosciences Presents Data Highlighting Recurrent Genital Herpes Program at STI & HIV 2025 World Congress and International Herpesvirus Workshop - Assembly Biosciences  ( NASDAQ:ASMB ) ,https://www.benzinga.com/pressreleases/25/07/g46647687/assembly-biosciences-presents-data-highlighting-recurrent-genital-herpes-program-at-sti-hiv-2025-w,2025-07-26,07:00,Benzinga,news,Positive,4,"Assembly Biosciences presented positive Phase 1a clinical data for its novel long-acting herpes simplex virus helicase-primase inhibitor candidates, ABI-5366 and ABI-1179, at a major world congress. The presentation also included preclinical data and insights into U.S. genital herpes prevalence, highlighting progress in their recurrent genital herpes program.",Assembly Biosciences ได้นำเสนอข้อมูลทางคลินิกระยะที่ 1a ที่เป็นบวกสำหรับยา ABI-5366 และ ABI-1179 ซึ่งเป็นยาในกลุ่ม novel long-acting herpes simplex virus helicase-primase inhibitor candidates ในงานประชุมระดับโลกที่สำคัญ การนำเสนอครั้งนี้ยังรวมถึงข้อมูล preclinical และข้อมูลเชิงลึกเกี่ยวกับ U.S. genital herpes prevalence ซึ่งเน้นย้ำถึงความคืบหน้าในโครงการ recurrent genital herpes ของบริษัท
