publish_date,publish_time,title,url,sentiment,importance,summary,sentiment_score,weighted_score
2025-05-27,08:05,"Next 300 points likely up for the S&P 500, says JPMorgan By Investing.com",https://www.investing.com/news/stock-market-news/next-300-points-likely-up-for-the-sp-500-says-jpmorgan-4064865,Positive,5,"JPMorgan analysts predict the S&P 500's next move is likely higher by 300 points, viewing the recent market pullback as a temporary correction. Their bullish outlook is supported by stable macro data, positive earnings trends, and easing trade tensions.",1,5
2025-05-27,07:54,JPMorgan shifts to bullish stance on crypto amid sector tailwinds By Investing.com,https://www.investing.com/news/cryptocurrency-news/jpmorgan-shifts-to-bullish-stance-on-crypto-amid-sector-tailwinds-4064834,Positive,4,"JPMorgan has turned bullish on digital assets, citing positive catalysts such as increasing institutional adoption, favorable policy developments, and regulatory clarity. The bank has upgraded digital assets to Overweight in its allocation model, forecasting a 10% return, the highest among alternative investments.",1,4
2025-05-27,07:30,New surveys show declining interest in EVs and the Tesla brand around the world By Investing.com,https://www.investing.com/news/stock-market-news/new-surveys-show-declining-interest-in-evs-and-the-tesla-brand-around-the-world-4064783,Negative,5,"New surveys from UBS and Stifel indicate a significant decline in consumer interest and brand preference for Tesla across major global markets, including the US, China, and Europe. Factors cited include market saturation, increased competition, and political polarization in the US.",-1,-5
2025-05-27,07:03,StanChart sees Solana price rising over 50% by end of 2025 By Investing.com,https://www.investing.com/news/cryptocurrency-news/stanchart-sees-solana-price-rising-over-50-by-end-of-2025-4064655,Positive,5,"Standard Chartered has initiated coverage on Solana (SOL) with a year-end 2025 price target of $275, indicating over 50% upside from current levels. While noting potential near-term underperformance due to reliance on memecoin trading, the bank sees strong long-term potential in new sectors, projecting targets up to $500 by 2029.",1,5
2025-05-27,06:26,Citi sees up to 8% downside for Stoxx 600 on Trump tariff risk By Investing.com,https://www.investing.com/news/stock-market-news/citi-sees-up-to-8-downside-for-stoxx-600-on-trump-tariff-risk-4064531,Negative,5,"Citi analysts warn that the Stoxx 600 index could face a 7-8% downside if potential 50% Trump tariffs on European goods are enacted. They note that European earnings estimates have already fallen due to geopolitical risks, and higher tariffs could lead to further deterioration in EPS growth.",-1,-5
2025-05-27,04:55,What could be the impact of a 50% tariff on EU economy? By Investing.com,https://www.investing.com/news/economy-news/what-could-be-the-impact-of-a-50tariff-on-eu-economy-4064349,Negative,5,"The article reports on UBS's analysis warning that a potential 50% US tariff on EU imports could significantly reduce eurozone GDP growth in 2025 and 2026 and heighten the risk of a broader trade conflict. While a near-term boost from front-loading shipments is possible, the overall outlook is negative, threatening growth and potentially leading to inflationary pressures if the EU retaliates with its own measures.",-1,-5
2025-05-27,03:20,"Higher U.S. futures, new Nvidia chip, falling Tesla sales",https://www.investing.com/news/economy-news/higher-us-futures-new-nvidia-chip-falling-tesla-sales--whats-moving-markets-4064122,Positive,5,"U.S. stock futures rose sharply after President Trump postponed tariffs on EU imports, easing trade war fears. The article also notes specific company news, including Nvidia's plan for a new China chip and a significant drop in Tesla's European sales.",1,5
2025-05-27,02:00,Bitcoin price today: flat at $109.7k post record high; 2025 crypto summit eyed By Investing.com,https://www.investing.com/news/cryptocurrency-news/bitcoin-price-today-rangebound-at-109k-post-record-high-2025-crypto-summit-eyed-4064028,Neutral,5,"Bitcoin is trading flat near its recent record high of $109.7k, with market focus shifting to the upcoming large Bitcoin 2025 conference expected to boost interest. The price is supported by positive regulatory news and growing institutional adoption, despite some recent profit-taking. The article also notes Trump Media's plan to raise $2.5 billion for a Bitcoin treasury, which caused its shares to drop.",0,0
2025-05-27,01:40,"Gold prices sink as Trump EU tariff delay spurs some risk, yields retreat By Investing.com",https://www.investing.com/news/commodities-news/gold-prices-sink-as-trump-eu-tariff-delay-spurs-some-risk-yields-retreat-4064017,Negative,5,"Gold prices fell in Asian trade, extending recent declines, primarily due to improved risk appetite following President Trump's delay of EU tariffs and some stabilization in bond yields. Despite persistent dollar weakness limiting losses, the positive market reaction to the tariff delay pressured the safe-haven metal.",-1,-5
2025-05-26,19:58,"Stock market today: S&P 500 rallies on consumer confidence, Trump EU tariff delay By Investing.com",https://www.investing.com/news/stock-market-news/us-stock-futures-jump-as-trump-delays-50-tariffs-against-the-eu-4063878,Positive,5,The S&P 500 and other major U.S. stock indices rallied sharply on Tuesday. This market surge was primarily driven by a significant rebound in U.S. consumer confidence and President Trump's decision to postpone planned tariffs on the European Union.,1,5
