publish_date,publish_time,title,url,sentiment,importance,summary,sentiment_score,weighted_score,translate
2025-05-27,06:26,Citi sees up to 8% downside for Stoxx 600 on Trump tariff risk By Investing.com,https://www.investing.com/news/stock-market-news/citi-sees-up-to-8-downside-for-stoxx-600-on-trump-tariff-risk-4064531,Negative,5,"Citi analysts warn that European equities (Stoxx 600) could see a 7-8% downside if potential 50% Trump tariffs on European goods are implemented. They note that earnings estimates are already falling due to geopolitical risks, and such tariffs could further depress EPS growth into negative territory.",-1,-5,นักวิเคราะห์ของซิตี้เตือนว่า หุ้นยุโรป (Stoxx 600) อาจปรับตัวลง 7-8% หากมีการบังคับใช้มาตรการภาษีของทรัมป์ที่อาจสูงถึง 50% ต่อสินค้าจากยุโรป พวกเขาระบุว่าประมาณการกำไรกำลังลดลงเนื่องจากความเสี่ยงทางภูมิรัฐศาสตร์อยู่แล้ว และภาษีดังกล่าวอาจกดดันการเติบโตของกำไรต่อหุ้น (EPS) ให้ติดลบมากยิ่งขึ้น
2025-05-27,04:55,What could be the impact of a 50% tariff on EU economy? By Investing.com,https://www.investing.com/news/economy-news/what-could-be-the-impact-of-a-50tariff-on-eu-economy-4064349,Negative,5,"According to UBS, a potential 50% US tariff on EU imports, though delayed, poses a significant threat to eurozone growth, potentially halving GDP forecasts and increasing recession risk. The analysis warns of a high likelihood of escalating trade tensions and EU retaliation, which could lead to a damaging tit-for-tat conflict impacting both growth and inflation.",-1,-5,ตามที่ยูบีเอสระบุ ภาษีนำเข้าจากสหภาพยุโรปที่อาจสูงถึง 50% ซึ่งสหรัฐฯ อาจเรียกเก็บ แม้จะล่าช้า แต่ก็เป็นภัยคุกคามที่สำคัญต่อการเติบโตของยูโรโซน โดยอาจทำให้ประมาณการ GDP ลดลงครึ่งหนึ่ง และเพิ่มความเสี่ยงต่อภาวะเศรษฐกิจถดถอย การวิเคราะห์เตือนถึงความเป็นไปได้สูงที่ความตึงเครียดทางการค้าจะทวีความรุนแรงขึ้น และสหภาพยุโรปจะตอบโต้ ซึ่งอาจนำไปสู่ความขัดแย้งตอบโต้กันไปมาที่สร้างความเสียหาย ส่งผลกระทบต่อทั้งการเติบโตและอัตราเงินเฟ้อ
2025-05-27,03:20,"Higher U.S. futures, new Nvidia chip, falling Tesla sales",https://www.investing.com/news/economy-news/higher-us-futures-new-nvidia-chip-falling-tesla-sales--whats-moving-markets-4064122,Neutral,5,"The article reports on various market movements, including a surge in U.S. stock futures following the postponement of EU tariffs, Nvidia's plan for a new AI chip in China, and a significant drop in Tesla's European sales. It also notes movements in Bitcoin and stable crude oil prices ahead of an OPEC+ meeting.",0,0,บทความรายงานความเคลื่อนไหวต่างๆ ในตลาด ซึ่งรวมถึงการพุ่งขึ้นของสัญญาซื้อขายล่วงหน้าหุ้นสหรัฐฯ หลังจากการเลื่อนภาษีของสหภาพยุโรป แผนการของ Nvidia สำหรับชิป AI ใหม่ในจีน และยอดขายของ Tesla ในยุโรปที่ลดลงอย่างมาก นอกจากนี้ยังระบุถึงความเคลื่อนไหวของ Bitcoin และราคาน้ำมันดิบที่ทรงตัวก่อนการประชุม OPEC+
2025-05-27,02:00,  By Investing.com,https://www.investing.com/news/cryptocurrency-news/bitcoin-price-today-rangebound-at-109k-post-record-high-2025-crypto-summit-eyed-4064028,Neutral,5,"Bitcoin is trading near record highs, supported by regulatory progress and anticipation of a major crypto conference. Separately, Trump Media & Technology Group announced plans to raise $2.5 billion for a Bitcoin treasury, which led to a 7% drop in its shares.",0,0,บิตคอยน์ซื้อขายใกล้ระดับสูงสุดเป็นประวัติการณ์ โดยได้รับการสนับสนุนจากความคืบหน้าด้านกฎระเบียบและการคาดการณ์การประชุมคริปโตครั้งใหญ่ ในขณะเดียวกัน Trump Media & Technology Group ประกาศแผนการระดมทุน 2.5 พันล้านดอลลาร์สหรัฐฯ สำหรับคลังบิตคอยน์ ซึ่งนำไปสู่การลดลงของหุ้น 7%
2025-05-27,01:40,"Gold prices sink as Trump EU tariff delay spurs some risk, yields retreat By Investing.com",https://www.investing.com/news/commodities-news/gold-prices-sink-as-trump-eu-tariff-delay-spurs-some-risk-yields-retreat-4064017,Negative,5,"Gold and other metal prices declined in Asian trade, primarily due to improved market risk appetite following President Trump's delay of tariffs on the European Union and some stabilization in government bond yields. Despite the fall, concerns over the long-term impact of tariffs provided some underlying support for gold.",-1,-5,ราคาทองคำและโลหะอื่นๆ ปรับตัวลดลงในการซื้อขายในเอเชีย โดยมีสาเหตุหลักมาจากการที่ความเสี่ยงที่นักลงทุนยอมรับได้ในตลาดปรับตัวดีขึ้น หลังจากประธานาธิบดีทรัมป์เลื่อนการเก็บภาษีศุลกากรต่อสหภาพยุโรป และการที่ผลตอบแทนพันธบัตรรัฐบาลมีเสถียรภาพมากขึ้น แม้ว่าราคาจะลดลง แต่ความกังวลเกี่ยวกับผลกระทบระยะยาวของภาษีศุลกากรยังคงเป็นปัจจัยสนับสนุนราคาทองคำอยู่บ้าง
2025-05-27,00:58,"BYD shares slide further from record highs amid price cuts, competition concerns By Investing.com",https://www.investing.com/news/stock-market-news/byd-shares-slide-further-from-record-highs-amid-price-cuts-competition-concerns-4063996,Negative,5,"BYD's Hong Kong shares fell significantly due to concerns over increased competition and shrinking margins stemming from recent price cuts and incentives in the Chinese EV market. This weakness also affected other Chinese EV stocks, highlighting fears of a worsening price war and potential earnings pressure for BYD despite recent overseas expansion successes.",-1,-5,หุ้นฮ่องกงของ BYD ร่วงลงอย่างมากเนื่องจากความกังวลเกี่ยวกับการแข่งขันที่เพิ่มขึ้นและส่วนต่างกำไรที่ลดลงอันเป็นผลมาจากการลดราคาและแรงจูงใจล่าสุดในตลาดรถยนต์ไฟฟ้าของจีน ความอ่อนแอนี้ยังส่งผลกระทบต่อหุ้นรถยนต์ไฟฟ้าจีนอื่นๆ ซึ่งเน้นย้ำถึงความกลัวต่อสงครามราคาที่รุนแรงขึ้นและแรงกดดันด้านกำไรที่อาจเกิดขึ้นสำหรับ BYD แม้จะประสบความสำเร็จในการขยายธุรกิจในต่างประเทศเมื่อเร็วๆ นี้ก็ตาม
2025-05-27,00:24,"Tesla Europe sales nearly halve in April as competition, Musk boycott persist By Investing.com",https://www.investing.com/news/stock-market-news/tesla-europe-sales-nearly-halve-in-april-as-competition-musk-boycott-persist-4063962,Negative,5,"Tesla's new car registrations in Europe (EU, EFTA, UK) nearly halved in April 2024 compared to the previous year, falling 49% to 7,261 units. This significant drop caused Tesla's market share to also decline sharply, attributed to increased competition, an aging product lineup, and a persistent boycott linked to CEO Elon Musk.",-1,-5,"ยอดจดทะเบียนรถยนต์เทสลารุ่นใหม่ในยุโรป (EU, EFTA, สหราชอาณาจักร) ลดลงเกือบครึ่งหนึ่งในเดือนเมษายน 2567 เมื่อเทียบกับปีก่อนหน้า โดยลดลง 49% เหลือ 7,261 คัน การลดลงอย่างมากนี้ส่งผลให้ส่วนแบ่งการตลาดของเทสลาลดลงอย่างรวดเร็วเช่นกัน ซึ่งมีสาเหตุมาจากการแข่งขันที่เพิ่มขึ้น กลุ่มผลิตภัณฑ์ที่เก่าลง และการคว่ำบาตรอย่างต่อเนื่องที่เชื่อมโยงกับ Elon Musk ซีอีโอ"
2025-05-26,22:48,Asia stocks muted amid trade caution; Japan recovers on yen weakness By Investing.com,https://www.investing.com/news/stock-market-news/asia-stocks-muted-amid-trade-caution-japan-dips-on-boj-rate-hike-comments-4063930,Neutral,5,"Asian stock markets were mostly muted or flat due to ongoing caution over potential U.S. trade tariffs, although Japan's market recovered from early losses, boosted by yen weakness and improving risk sentiment. Other regional markets saw mixed performance, influenced by tariff threats on specific sectors like technology and varying country-specific factors like central bank policy and earnings reports.",0,0,ตลาดหุ้นเอเชียส่วนใหญ่อยู่ในภาวะทรงตัวหรือเคลื่อนไหวในกรอบแคบ เนื่องจากยังคงมีความระมัดระวังเกี่ยวกับภาษีการค้าของสหรัฐฯ ที่อาจเกิดขึ้น แม้ว่าตลาดหุ้นญี่ปุ่นจะฟื้นตัวจากภาวะขาดทุนในช่วงแรก โดยได้แรงหนุนจากค่าเงินเยนที่อ่อนค่าลงและความเชื่อมั่นด้านความเสี่ยงที่ดีขึ้น ตลาดอื่นๆ ในภูมิภาคมีการเคลื่อนไหวที่หลากหลาย โดยได้รับอิทธิพลจากภัยคุกคามด้านภาษีต่อภาคส่วนเฉพาะ เช่น เทคโนโลยี และปัจจัยเฉพาะของแต่ละประเทศที่แตกต่างกัน เช่น นโยบายของธนาคารกลางและรายงานผลประกอบการ
2025-05-26,19:58,U.S. stocks surge after Trump delays EU tariffs and consumer confidence jumps By Investing.com,https://www.investing.com/news/stock-market-news/us-stock-futures-jump-as-trump-delays-50-tariffs-against-the-eu-4063878,Positive,5,"U.S. stocks surged following President Trump's decision to postpone proposed tariffs on the European Union, easing trade war concerns. This positive market sentiment was further boosted by a much stronger-than-expected jump in U.S. consumer confidence.",1,5,หุ้นสหรัฐฯ พุ่งสูงขึ้นหลังจากการตัดสินใจของประธานาธิบดีทรัมป์ในการเลื่อนการเก็บภาษีนำเข้าที่เสนอไว้กับสหภาพยุโรป ซึ่งช่วยคลายความกังวลเกี่ยวกับสงครามการค้า ความเชื่อมั่นของตลาดที่เป็นบวกนี้ได้รับการกระตุ้นเพิ่มเติมจากการกระโดดขึ้นของความเชื่อมั่นผู้บริโภคในสหรัฐฯ ที่แข็งแกร่งเกินคาด
2025-05-26,01:01,"Citi raises short-term gold price target to $3,500 amid tariff concerns By Investing.com",https://www.investing.com/news/commodities-news/citi-raises-shortterm-gold-price-target-to-3500-amid-tariff-concerns-4063419,Positive,4,"Citi has increased its short-term gold price target to $3,500 per ounce, citing escalating tariffs and high geopolitical risks as key drivers. The bank now forecasts gold prices to consolidate within a higher range of $3,100 to $3,500 per ounce in the short term.",1,4,"ซิตี้ได้ปรับเพิ่มเป้าหมายราคาทองคำระยะสั้นเป็น 3,500 ดอลลาร์สหรัฐต่อออนซ์ โดยอ้างถึงการเพิ่มขึ้นของภาษีและปัจจัยเสี่ยงทางภูมิรัฐศาสตร์ที่สูงขึ้นว่าเป็นปัจจัยขับเคลื่อนหลัก ขณะนี้ธนาคารคาดการณ์ว่าราคาทองคำจะปรับตัวอยู่ในกรอบที่สูงขึ้นระหว่าง 3,100 ถึง 3,500 ดอลลาร์สหรัฐต่อออนซ์ในระยะสั้น"
